route_id,day,requires_hotel_night,lodging_hub,lodging_status,room_price_yuan,lodging_feasible,lodging_note
PCOP_ALNS,1,True,乌鲁木齐市,standard_hotel_hub,150.0,True,standard lodging hub
PCOP_ALNS,2,True,乌鲁木齐市,standard_hotel_hub,150.0,True,standard lodging hub
PCOP_ALNS,3,True,天池风景区,standard_hotel_hub,280.0,True,standard lodging hub
PCOP_ALNS,4,True,达坂城镇,limited_or_simulated_lodging,260.0,False,limited/simulated lodging; should verify hotel availability
PCOP_ALNS,5,True,吐鲁番市,standard_hotel_hub,180.0,True,standard lodging hub
PCOP_ALNS,6,True,吐鲁番市,standard_hotel_hub,180.0,True,standard lodging hub
PCOP_ALNS,7,True,吐鲁番市,standard_hotel_hub,180.0,True,standard lodging hub
PCOP_ALNS,8,True,库尔勒市,standard_hotel_hub,150.0,True,standard lodging hub
PCOP_ALNS,9,True,库尔勒市,standard_hotel_hub,150.0,True,standard lodging hub
PCOP_ALNS,10,True,库车市,standard_hotel_hub,170.0,True,standard lodging hub
PCOP_ALNS,11,True,库车市,standard_hotel_hub,170.0,True,standard lodging hub
PCOP_ALNS,12,True,库车市,standard_hotel_hub,170.0,True,standard lodging hub
PCOP_ALNS,13,True,巴音布鲁克,standard_hotel_hub,230.0,True,standard lodging hub
PCOP_ALNS,14,True,那拉提镇,standard_hotel_hub,200.0,True,standard lodging hub
PCOP_ALNS,15,True,昭苏县(夏塔古道),standard_hotel_hub,210.0,True,standard lodging hub
PCOP_ALNS,16,True,昭苏县(夏塔古道),standard_hotel_hub,210.0,True,standard lodging hub
PCOP_ALNS,17,True,昭苏县(夏塔古道),standard_hotel_hub,210.0,True,standard lodging hub
PCOP_ALNS,18,True,特克斯县(八卦城),standard_hotel_hub,190.0,True,standard lodging hub
PCOP_ALNS,19,True,霍城县(惠远古城),limited_or_simulated_lodging,260.0,False,limited/simulated lodging; should verify hotel availability
PCOP_ALNS,20,True,赛里木湖,standard_hotel_hub,260.0,True,standard lodging hub
PCOP_ALNS,21,True,赛里木湖,standard_hotel_hub,260.0,True,standard lodging hub
PCOP_ALNS,22,True,阿勒泰市,limited_or_simulated_lodging,260.0,False,limited/simulated lodging; should verify hotel availability
PCOP_ALNS,23,True,阿勒泰市,limited_or_simulated_lodging,260.0,False,limited/simulated lodging; should verify hotel availability
PCOP_ALNS,24,True,禾木村,standard_hotel_hub,350.0,True,standard lodging hub
PCOP_ALNS,25,True,禾木村,standard_hotel_hub,350.0,True,standard lodging hub
PCOP_ALNS,26,True,禾木村,standard_hotel_hub,350.0,True,standard lodging hub
PCOP_ALNS,27,True,白哈巴,standard_hotel_hub,260.0,True,standard lodging hub
PCOP_ALNS,28,True,可可托海,standard_hotel_hub,260.0,True,standard lodging hub
PCOP_ALNS,29,True,可可托海,standard_hotel_hub,260.0,True,standard lodging hub
PCOP_ALNS,30,True,和田市,standard_hotel_hub,160.0,True,standard lodging hub
PCOP_ALNS,31,True,和田市,standard_hotel_hub,160.0,True,standard lodging hub
PCOP_ALNS,32,True,塔什库尔干县(帕米尔高原),standard_hotel_hub,200.0,True,standard lodging hub
PCOP_ALNS,33,True,塔什库尔干县(帕米尔高原),standard_hotel_hub,200.0,True,standard lodging hub
PCOP_ALNS,34,True,塔什库尔干县(帕米尔高原),standard_hotel_hub,200.0,True,standard lodging hub
PCOP_ALNS,35,True,喀什市,standard_hotel_hub,180.0,True,standard lodging hub
PCOP_ALNS,36,True,喀什市,standard_hotel_hub,180.0,True,standard lodging hub
PCOP_ALNS,37,True,喀什市,standard_hotel_hub,180.0,True,standard lodging hub
PCOP_ALNS,38,False,乌鲁木齐市,standard_hotel_hub,150.0,True,final return day
