route_id,day,step_no,activity_type,from_name,to_name,spot_id,destination_hub,transport_modes,depart_time,arrival_time,service_start_time,service_end_time,open_time,close_time,travel_hours,wait_hours,service_hours,active_increment_hours,day_active_after_hours,transport_cost_yuan_per_two,ticket_cost_yuan_per_two,risk_score,daily_budget_feasible,time_window_feasible,lodging_hub_after_step,note
PCOP_MILP,1,1,visit,乌鲁木齐市,达坂城古镇,P002,达坂城镇,depot_to_spot,08:30,09:50,09:50,12:20,09:30,19:00,1.333,0.0,2.5,3.833,3.833,55.43,80.0,0.074,True,True,达坂城镇,
PCOP_MILP,2,2,visit,达坂城古镇,天山天池,P001,天池风景区,self_drive,08:30,10:25,10:25,15:25,08:00,19:00,1.921,0.0,5.0,6.921,6.921,92.74,310.0,0.096,True,True,天池风景区,
PCOP_MILP,3,3,visit,天山天池,北庭故城遗址,P036,乌鲁木齐市,self_drive,08:30,09:49,09:49,11:19,09:00,19:00,1.313,0.0,1.5,2.813,2.813,60.98,76.0,0.077,True,True,乌鲁木齐市,
PCOP_MILP,4,4,visit,北庭故城遗址,吐峪沟麻扎村,P013,吐鲁番市,self_drive,08:30,13:12,13:12,15:42,08:00,20:00,4.699,0.0,2.5,7.199,7.199,191.17,60.0,0.156,True,True,吐鲁番市,
PCOP_MILP,5,5,visit,吐峪沟麻扎村,火焰山,P003,吐鲁番市,self_drive,08:30,08:54,08:54,11:24,08:00,21:00,0.393,0.0,2.5,2.893,2.893,10.74,80.0,0.047,True,True,吐鲁番市,
PCOP_MILP,5,6,visit,火焰山,高昌故城,P011,吐鲁番市,self_drive,11:24,11:43,11:43,14:13,09:00,19:00,0.331,0.0,2.5,2.831,5.724,7.71,140.0,0.045,True,True,吐鲁番市,
PCOP_MILP,6,7,visit,高昌故城,交河故城,P006,吐鲁番市,self_drive,08:30,09:44,09:44,11:29,09:00,19:00,1.228,0.0,1.75,2.978,2.978,26.05,60.0,0.056,True,True,吐鲁番市,
PCOP_MILP,6,8,visit,交河故城,葡萄沟,P004,吐鲁番市,scenic_shuttle -> scenic_shuttle,11:29,12:05,12:05,15:05,08:30,19:30,0.6,0.0,3.0,3.6,6.578,30.0,120.0,0.08,True,True,吐鲁番市,
PCOP_MILP,7,9,visit,葡萄沟,坎儿井民俗园,P005,吐鲁番市,self_drive,08:30,08:55,08:55,10:25,08:30,19:00,0.416,0.0,1.5,1.916,1.916,7.54,80.0,0.045,True,True,吐鲁番市,
PCOP_MILP,7,10,visit,坎儿井民俗园,苏公塔,P012,吐鲁番市,self_drive,10:25,10:40,10:40,12:10,09:00,19:00,0.257,0.0,1.5,1.757,3.673,3.27,90.0,0.042,True,True,吐鲁番市,
PCOP_MILP,8,11,long_transfer_to_region,苏公塔,罗布人村寨所在区域,P034,库尔勒市,scenic_shuttle -> self_drive -> scenic_shuttle,08:30,14:18,,,,,5.8,0.0,0.0,5.8,5.8,233.5,0.0,0.16,True,,库尔勒市,跨区长距离转移；到达后次日游览目标景区
PCOP_MILP,9,12,visit,罗布人村寨所在区域,罗布人村寨,P034,库尔勒市,overnight_near_spot,08:30,08:30,09:00,11:30,09:00,19:00,0.0,0.5,2.5,3.0,3.0,0.0,70.0,0.0,True,True,库尔勒市,
PCOP_MILP,10,13,long_transfer_to_region,罗布人村寨,克孜尔石窟所在区域,P031,库车市,scenic_shuttle -> transfer -> rail -> transfer -> scenic_shuttle,08:30,14:51,,,,,6.35,0.0,0.0,6.35,6.35,157.0,0.0,0.16,True,,库车市,跨区长距离转移；到达后次日游览目标景区
PCOP_MILP,11,14,visit,克孜尔石窟所在区域,克孜尔石窟,P031,库车市,overnight_near_spot,08:30,08:30,09:30,12:00,09:30,19:00,0.0,1.0,2.5,3.5,3.5,0.0,140.0,0.0,True,True,库车市,
PCOP_MILP,12,15,long_transfer_to_region,克孜尔石窟,喀什古城所在区域,P024,喀什市,self_drive,08:30,16:04,,,,,7.561,0.0,0.0,7.561,7.561,383.3,0.0,0.272,True,,喀什市,跨区长距离转移；到达后次日游览目标景区
PCOP_MILP,13,16,visit,喀什古城所在区域,喀什古城,P024,喀什市,overnight_near_spot,08:30,08:30,10:00,13:30,10:00,19:00,0.0,1.5,3.5,5.0,5.0,0.0,0.0,0.0,True,True,喀什市,
PCOP_MILP,14,17,visit,喀什古城,石头城遗址,P028,塔什库尔干县(帕米尔高原),scenic_shuttle -> self_drive -> scenic_shuttle,08:30,13:36,13:36,18:06,09:00,19:00,5.1,0.0,4.5,9.6,9.6,189.5,60.0,0.16,False,True,塔什库尔干县(帕米尔高原),当天活动超过8小时预算
PCOP_MILP,15,18,visit,石头城遗址,艾提尕尔清真寺,P025,喀什市,self_drive,08:30,13:25,13:25,14:55,10:00,14:00,4.918,0.0,1.5,6.418,6.418,154.73,60.0,0.134,True,False,喀什市,服务结束晚于闭园时间
PCOP_MILP,16,19,visit,艾提尕尔清真寺,香妃园,P026,喀什市,self_drive,08:30,08:48,10:00,12:30,10:00,19:00,0.304,1.196,2.5,4.0,4.0,2.93,120.0,0.042,True,True,喀什市,
PCOP_MILP,17,20,long_transfer_to_region,香妃园,和田博物馆所在区域,P037,和田市,self_drive,08:30,14:04,,,,,5.571,0.0,0.0,5.571,5.571,273.86,0.0,0.206,True,,和田市,跨区长距离转移；到达后次日游览目标景区
PCOP_MILP,18,21,visit,和田博物馆所在区域,和田博物馆,P037,和田市,overnight_near_spot,08:30,08:30,10:00,12:30,10:00,19:00,0.0,1.5,2.5,4.0,4.0,0.0,0.0,0.0,True,True,和田市,
PCOP_MILP,19,22,long_transfer_to_region,和田博物馆,库车王府所在区域,P030,库车市,self_drive,08:30,16:55,,,,,8.41,0.0,0.0,8.41,8.41,357.96,0.0,0.297,False,,库车市,跨区长距离转移超过8小时，建议改为夜间火车/航班或拆分中停
PCOP_MILP,20,23,visit,库车王府所在区域,库车王府,P030,库车市,overnight_near_spot,08:30,08:30,09:00,10:30,09:00,19:00,0.0,0.5,1.5,2.0,2.0,0.0,80.0,0.0,True,True,库车市,
PCOP_MILP,21,24,long_transfer_to_region,库车王府,昭苏草原所在区域,P015,昭苏县(夏塔古道),self_drive,08:30,20:53,,,,,12.387,0.0,0.0,12.387,12.387,358.89,0.0,0.298,False,,昭苏县(夏塔古道),跨区长距离转移超过8小时，建议改为夜间火车/航班或拆分中停
PCOP_MILP,22,25,visit,昭苏草原所在区域,昭苏草原,P015,昭苏县(夏塔古道),overnight_near_spot,08:30,08:30,08:30,12:00,00:00,+1 00:00,0.0,0.0,3.5,3.5,3.5,0.0,0.0,0.0,True,True,昭苏县(夏塔古道),
PCOP_MILP,23,26,visit,昭苏草原,喀拉峻大草原,P010,特克斯县(八卦城),self_drive,08:30,12:40,12:40,18:40,08:00,20:00,4.167,0.0,6.0,10.167,10.167,63.65,280.0,0.079,False,True,特克斯县(八卦城),当天活动超过8小时预算
PCOP_MILP,24,27,visit,喀拉峻大草原,那拉提草原,P009,那拉提镇,self_drive,08:30,13:30,13:30,19:30,08:30,20:00,4.997,0.0,6.0,10.997,10.997,147.98,270.0,0.13,False,True,那拉提镇,当天活动超过8小时预算
PCOP_MILP,25,28,visit,那拉提草原,霍城薰衣草花田,P014,霍城县(惠远古城),self_drive,08:30,12:48,12:48,15:18,08:00,20:00,4.296,0.0,2.5,6.796,6.796,183.41,70.0,0.151,True,True,霍城县(惠远古城),
